session_id,target
1,0.0014476003166820261
2,1.9626555594729557e-08
3,4.8499938080385575e-08
4,1.1309529483449002e-07
5,1.0377594523771499e-05
6,0.0005138252441932918
7,0.001628862827610968
8,0.0003210564562557843
9,0.00026525071655889715
10,0.010909119521151294
11,4.054494219372262e-05
12,7.349266750257258e-05
13,0.000418408631829024
14,0.4085214212497286
15,4.7730738247841804e-05
16,0.0026277598923273985
17,0.0007862970805304638
18,3.258484069157914e-05
19,0.00046601480744927725
20,5.56101298716921e-07
21,0.046052233437175634
22,2.2746046008385528e-07
23,3.312801885415524e-05
24,0.00048401490724343083
25,0.0026361028142135286
26,3.411279436087408e-08
27,0.0007032093678439338
28,3.097952107391305e-07
29,0.007685446619159474
30,9.45379358090785e-05
31,0.01397342570855733
32,0.009266739055325848
33,0.0007352889538044682
34,3.1867243364282497e-07
35,0.009271492608144668
36,0.000297075498624054
37,3.330670178529487e-08
38,4.182389371030428e-08
39,9.45379358090785e-05
40,2.420352561657206e-05
41,0.0003464179955183959
42,0.00708854377187794
43,5.25266125659652e-06
44,2.414066785942783e-06
45,0.35455394625572995
46,7.508860194648898e-06
47,0.006514500372026254
48,0.00020804870099182878
49,1.7601476560666634e-05
50,1.2820200045655843e-05
51,2.5969795692560894e-07
52,3.955455414899358e-06
53,0.04263460187178751
54,6.0100051374311595e-05
55,2.9607850786987058e-05
56,0.0014299828594303786
57,2.491616267180794e-06
58,6.110835292873974e-05
59,7.639634812565915e-06
60,7.15555239031703e-06
61,1.589313799741622e-05
62,0.006006027611721377
63,2.8233573832748187e-05
64,9.690791062808208e-05
65,6.234742143978688e-06
66,4.912623453049478e-07
67,0.0009102091468455245
68,3.250012620002029e-05
69,0.08674268809274878
70,0.0003429899511088864
71,7.843107524204135e-05
72,7.639634812565915e-06
73,0.0038058389593262766
74,1.9626555594729557e-08
75,3.0588551762763035e-05
76,8.619993180494902e-05
77,0.00040370443945555605
78,0.0012675902543154956
79,1.310388025852143e-05
80,0.00041567162679964674
81,2.2633960566066414e-05
82,0.00010926383082408627
83,3.4497115339315034e-08
84,0.887620673740649
85,7.537166487507896e-06
86,9.473702429186446e-07
87,0.0021281919589338488
88,0.00019159186747778672
89,0.0006522747456443468
90,0.03488424402494829
91,0.00020962049523670762
92,3.225698961062461e-06
93,0.012229319203048148
94,0.0003027760695822951
95,0.01720430727885725
96,1.279651240178792e-07
97,9.775450396593777e-05
98,0.00012005306530473509
99,4.6698898550232605e-05
100,0.00023387341449014425
101,0.0016836136246797446
102,0.021743723872918258
103,0.0017342507889966774
104,0.001703324542293008
105,7.188329318800224e-06
106,0.00015979476614090156
107,0.0009796373570550557
108,7.322067528393225e-06
109,4.094743228536229e-05
110,8.793391510028182e-05
111,0.00013164755896612733
112,2.455478762437328e-07
113,0.015893767767531056
114,8.596906565785981e-06
115,8.16478794408809e-05
116,1.0075831653177157e-05
117,0.0010884348033654062
118,0.00020540156419032686
119,6.390947278521385e-05
120,0.00016531347878940802
121,4.489070951659197e-05
122,9.45379358090785e-05
123,0.0002221863378566393
124,3.618706513025954e-06
125,0.004304691355384957
126,8.379041734758367e-07
127,2.1377459720311287e-08
128,0.0007904238992278178
129,0.0008160903253030182
130,0.002525887230082464
131,0.05305149097355475
132,0.001628862827610968
133,0.001376381100129526
134,1.652587188764453e-06
135,2.8954472159831e-06
136,9.842191339905286e-05
137,0.0005297000821320954
138,0.0008964878767157873
139,2.321470393763257e-06
140,0.0021393710871613915
141,1.1299284368180922e-08
142,0.0007203876468836039
143,0.0005808229941226168
144,0.0020517431955332567
145,1.9626555594729557e-08
146,0.005300300782113437
147,0.0007731161782996163
148,0.0009911557151622934
149,0.0009331235640206927
150,0.008274059103436345
151,2.7660124913931965e-06
152,0.0021586465113465226
153,0.003265426092937489
154,0.002358453726767154
155,2.4192233247746406e-05
156,8.316587295269588e-05
157,0.00013936320513660883
158,9.842191339905286e-05
159,1.7871096139367395e-06
160,9.45379358090785e-05
161,0.0006193940843808412
162,0.0001062453294460035
163,8.467573531742709e-05
164,0.0014228194708462664
165,4.487944927269135e-07
166,3.33054796768869e-05
167,0.0033786165808980984
168,0.0009404935286742515
169,0.0008988610089079574
170,0.0009952272619077973
171,0.0016460407458280544
172,1.0840183261497438e-05
173,7.749929270458232e-05
174,2.2548756669624258e-05
175,0.680064055769463
176,0.001002361878050263
177,0.004712370702420095
178,3.459906912898065e-07
179,2.0748369041383243e-05
180,8.065867083563564e-05
181,0.00044775230983891553
182,0.024975926446217232
183,0.00041004489603970904
184,6.56011309517482e-06
